timestamp,buyer,seller,symbol,currency,price,quantity,,,,Does Cross?
68000,,,AMETHYSTS,SEASHELLS,10002,5,,,,FALSE
68000,,,AMETHYSTS,SEASHELLS,10005,3,,,,FALSE
68100,,,AMETHYSTS,SEASHELLS,10002,1,,,,FALSE
68500,,,AMETHYSTS,SEASHELLS,10002,1,,,,FALSE
68900,,,AMETHYSTS,SEASHELLS,10002,1,,,,FALSE
69300,,,AMETHYSTS,SEASHELLS,10005,2,,,,TRUE
71600,,,AMETHYSTS,SEASHELLS,9995,10,,,,TRUE
74100,,,AMETHYSTS,SEASHELLS,10002,1,,,,FALSE
74400,,,AMETHYSTS,SEASHELLS,10004,1,,,,FALSE
74900,,,AMETHYSTS,SEASHELLS,10002,1,,,,TRUE
75200,,,AMETHYSTS,SEASHELLS,9996,1,,,,TRUE
76400,,,AMETHYSTS,SEASHELLS,10002,1,,,,TRUE
77700,,,AMETHYSTS,SEASHELLS,9998,5,,,,TRUE
78000,,,AMETHYSTS,SEASHELLS,10002,2,,,,TRUE
78300,,,AMETHYSTS,SEASHELLS,9995,2,,,,TRUE
79000,,,AMETHYSTS,SEASHELLS,10005,2,,,,FALSE
79000,,,AMETHYSTS,SEASHELLS,10004,1,,,,FALSE
79500,,,AMETHYSTS,SEASHELLS,10002,1,,,,FALSE
80300,,,AMETHYSTS,SEASHELLS,10002,1,,,,FALSE
80800,,,AMETHYSTS,SEASHELLS,10002,1,,,,TRUE
81300,,,AMETHYSTS,SEASHELLS,9998,1,,,,TRUE
81700,,,AMETHYSTS,SEASHELLS,10002,1,,,,TRUE
81800,,,AMETHYSTS,SEASHELLS,9998,1,,,,TRUE
82300,,,AMETHYSTS,SEASHELLS,10004,1,,,,TRUE
83200,,,AMETHYSTS,SEASHELLS,9996,1,,,,FALSE
83200,,,AMETHYSTS,SEASHELLS,9996,1,,,,TRUE
83700,,,AMETHYSTS,SEASHELLS,10004,1,,,,FALSE
84600,,,AMETHYSTS,SEASHELLS,10004,2,,,,TRUE
85000,,,AMETHYSTS,SEASHELLS,9998,5,,,,FALSE
85700,,,AMETHYSTS,SEASHELLS,9995,2,,,,TRUE
85700,,,AMETHYSTS,SEASHELLS,10005,4,,,,TRUE
85900,,,AMETHYSTS,SEASHELLS,9998,2,,,,TRUE
86000,,,AMETHYSTS,SEASHELLS,10002,1,,,,TRUE
86300,,,AMETHYSTS,SEASHELLS,9998,1,,,,TRUE
86500,,,AMETHYSTS,SEASHELLS,10002,1,,,,FALSE
87900,,,AMETHYSTS,SEASHELLS,10002,4,,,,FALSE
88300,,,AMETHYSTS,SEASHELLS,10004,2,,,,FALSE
88500,,,AMETHYSTS,SEASHELLS,10002,5,,,,TRUE
88600,,,AMETHYSTS,SEASHELLS,9998,1,,,,TRUE
90100,,,AMETHYSTS,SEASHELLS,10004,1,,,,FALSE
90700,,,AMETHYSTS,SEASHELLS,10002,6,,,,TRUE
91000,,,AMETHYSTS,SEASHELLS,9998,1,,,,TRUE
91400,,,AMETHYSTS,SEASHELLS,10002,1,,,,FALSE
91900,,,AMETHYSTS,SEASHELLS,10002,1,,,,TRUE
92300,,,AMETHYSTS,SEASHELLS,9996,1,,,,TRUE
93000,,,AMETHYSTS,SEASHELLS,10002,1,,,,TRUE
93100,,,AMETHYSTS,SEASHELLS,9998,1,,,,FALSE
93300,,,AMETHYSTS,SEASHELLS,9998,1,,,,FALSE
93500,,,AMETHYSTS,SEASHELLS,9998,1,,,,TRUE
93700,,,AMETHYSTS,SEASHELLS,10002,1,,,,TRUE
93900,,,AMETHYSTS,SEASHELLS,9998,1,,,,FALSE
94700,,,AMETHYSTS,SEASHELLS,9996,9,,,,FALSE
94700,,,AMETHYSTS,SEASHELLS,9996,2,,,,TRUE
94800,,,AMETHYSTS,SEASHELLS,10002,4,,,,TRUE
95100,,,AMETHYSTS,SEASHELLS,9996,2,,,,TRUE
95300,,,AMETHYSTS,SEASHELLS,10002,1,,,,FALSE
95900,,,AMETHYSTS,SEASHELLS,10002,3,,,,FALSE
95900,,,AMETHYSTS,SEASHELLS,10002,5,,,,TRUE
96100,,,AMETHYSTS,SEASHELLS,9995,1,,,,TRUE
96400,,,AMETHYSTS,SEASHELLS,10002,3,,,,FALSE
96900,,,AMETHYSTS,SEASHELLS,10005,3,,,,FALSE
97200,,,AMETHYSTS,SEASHELLS,10005,12,,,,FALSE
97300,,,AMETHYSTS,SEASHELLS,10004,1,,,,TRUE
97400,,,AMETHYSTS,SEASHELLS,9998,1,,,,FALSE
97600,,,AMETHYSTS,SEASHELLS,9998,1,,,,TRUE
97900,,,AMETHYSTS,SEASHELLS,10002,4,,,,FALSE
98100,,,AMETHYSTS,SEASHELLS,10002,1,,,,TRUE
98300,,,AMETHYSTS,SEASHELLS,9998,1,,,,FALSE
98800,,,AMETHYSTS,SEASHELLS,9996,1,,,,FALSE
99000,,,AMETHYSTS,SEASHELLS,9998,1,,,,FALSE
100100,,,AMETHYSTS,SEASHELLS,9998,1,,,,FALSE
100500,,,AMETHYSTS,SEASHELLS,9998,1,,,,TRUE
102200,,,AMETHYSTS,SEASHELLS,10004,2,,,,FALSE
102300,,,AMETHYSTS,SEASHELLS,10002,1,,,,FALSE
102300,,,AMETHYSTS,SEASHELLS,10002,3,,,,FALSE
102500,,,AMETHYSTS,SEASHELLS,10002,1,,,,TRUE
102900,,,AMETHYSTS,SEASHELLS,9998,1,,,,FALSE
103100,,,AMETHYSTS,SEASHELLS,9995,2,,,,FALSE
104000,,,AMETHYSTS,SEASHELLS,9998,1,,,,FALSE
104200,,,AMETHYSTS,SEASHELLS,9998,1,,,,FALSE
104200,,,AMETHYSTS,SEASHELLS,9998,2,,,,FALSE
104300,,,AMETHYSTS,SEASHELLS,9998,2,,,,FALSE
104400,,,AMETHYSTS,SEASHELLS,9998,1,,,,FALSE
104400,,,AMETHYSTS,SEASHELLS,9995,2,,,,TRUE
104700,,,AMETHYSTS,SEASHELLS,10002,1,,,,FALSE
105100,,,AMETHYSTS,SEASHELLS,10002,1,,,,FALSE
105900,,,AMETHYSTS,SEASHELLS,10002,5,,,,FALSE
106800,,,AMETHYSTS,SEASHELLS,10005,2,,,,TRUE
107200,,,AMETHYSTS,SEASHELLS,9995,4,,,,TRUE
107500,,,AMETHYSTS,SEASHELLS,10002,2,,,,FALSE
107700,,,AMETHYSTS,SEASHELLS,10004,2,,,,TRUE
108000,,,AMETHYSTS,SEASHELLS,9998,6,,,,FALSE
108000,,,AMETHYSTS,SEASHELLS,9998,5,,,,FALSE
108300,,,AMETHYSTS,SEASHELLS,9998,1,,,,TRUE
108600,,,AMETHYSTS,SEASHELLS,10002,1,,,,TRUE
108700,,,AMETHYSTS,SEASHELLS,9995,10,,,,TRUE
108900,,,AMETHYSTS,SEASHELLS,10004,1,,,,FALSE
109100,,,AMETHYSTS,SEASHELLS,10002,2,,,,FALSE
109900,,,AMETHYSTS,SEASHELLS,10005,1,,,,TRUE
111300,,,AMETHYSTS,SEASHELLS,9995,1,,,,FALSE
111600,,,AMETHYSTS,SEASHELLS,9996,2,,,,TRUE
112000,,,AMETHYSTS,SEASHELLS,10002,1,,,,FALSE
112200,,,AMETHYSTS,SEASHELLS,10002,1,,,,FALSE
112500,,,AMETHYSTS,SEASHELLS,10002,1,,,,FALSE
113400,,,AMETHYSTS,SEASHELLS,10004,1,,,,TRUE
113800,,,AMETHYSTS,SEASHELLS,9996,1,,,,TRUE
114700,,,AMETHYSTS,SEASHELLS,10005,12,,,,TRUE
114700,,,AMETHYSTS,SEASHELLS,9995,4,,,,FALSE
115600,,,AMETHYSTS,SEASHELLS,9998,1,,,,FALSE
115800,,,AMETHYSTS,SEASHELLS,9998,1,,,,FALSE
118000,,,AMETHYSTS,SEASHELLS,9995,1,,,,TRUE
119300,,,AMETHYSTS,SEASHELLS,10002,1,,,,FALSE
120200,,,AMETHYSTS,SEASHELLS,10002,1,,,,TRUE
120500,,,AMETHYSTS,SEASHELLS,9998,3,,,,TRUE
120800,,,AMETHYSTS,SEASHELLS,10000,2,,,,TRUE
120900,,,AMETHYSTS,SEASHELLS,9998,1,,,,FALSE
121800,,,AMETHYSTS,SEASHELLS,9998,2,,,,TRUE
122300,,,AMETHYSTS,SEASHELLS,10004,2,,,,FALSE
122300,,,AMETHYSTS,SEASHELLS,10004,3,,,,TRUE
123000,,,AMETHYSTS,SEASHELLS,9998,1,,,,TRUE
124400,,,AMETHYSTS,SEASHELLS,10002,1,,,,TRUE
124500,,,AMETHYSTS,SEASHELLS,9995,5,,,,FALSE
124700,,,AMETHYSTS,SEASHELLS,9998,1,,,,TRUE
124900,,,AMETHYSTS,SEASHELLS,10002,2,,,,TRUE
125100,,,AMETHYSTS,SEASHELLS,9998,1,,,,TRUE
125200,,,AMETHYSTS,SEASHELLS,10004,1,,,,FALSE
125300,,,AMETHYSTS,SEASHELLS,10005,2,,,,TRUE
125400,,,AMETHYSTS,SEASHELLS,9996,2,,,,FALSE
126400,,,AMETHYSTS,SEASHELLS,9996,3,,,,FALSE
126400,,,AMETHYSTS,SEASHELLS,9996,1,,,,FALSE
126500,,,AMETHYSTS,SEASHELLS,9998,4,,,,FALSE
127000,,,AMETHYSTS,SEASHELLS,9995,12,,,,TRUE
127200,,,AMETHYSTS,SEASHELLS,10002,2,,,,FALSE
127400,,,AMETHYSTS,SEASHELLS,10002,1,,,,FALSE
127800,,,AMETHYSTS,SEASHELLS,10004,2,,,,FALSE
127900,,,AMETHYSTS,SEASHELLS,10002,1,,,,TRUE
129200,,,AMETHYSTS,SEASHELLS,9995,2,,,,FALSE
129700,,,AMETHYSTS,SEASHELLS,9995,1,,,,TRUE
130100,,,AMETHYSTS,SEASHELLS,10002,4,,,,FALSE
130100,,,AMETHYSTS,SEASHELLS,10002,1,,,,TRUE
130300,,,AMETHYSTS,SEASHELLS,9998,3,,,,FALSE
130500,,,AMETHYSTS,SEASHELLS,9998,3,,,,FALSE
131200,,,AMETHYSTS,SEASHELLS,9998,1,,,,FALSE
131400,,,AMETHYSTS,SEASHELLS,9998,3,,,,FALSE
131600,,,AMETHYSTS,SEASHELLS,9998,1,,,,TRUE
132000,,,AMETHYSTS,SEASHELLS,10004,1,,,,TRUE
132100,,,AMETHYSTS,SEASHELLS,9998,5,,,,TRUE
132300,,,AMETHYSTS,SEASHELLS,10000,1,,,,TRUE
132700,,,AMETHYSTS,SEASHELLS,10004,9,,,,FALSE
132700,,,AMETHYSTS,SEASHELLS,10004,1,,,,FALSE
133400,,,AMETHYSTS,SEASHELLS,10004,1,,,,FALSE
133700,,,AMETHYSTS,SEASHELLS,10004,1,,,,FALSE
134700,,,AMETHYSTS,SEASHELLS,10004,1,,,,FALSE
134800,,,AMETHYSTS,SEASHELLS,10004,2,,,,FALSE
134900,,,AMETHYSTS,SEASHELLS,10002,1,,,,FALSE
136500,,,AMETHYSTS,SEASHELLS,10005,2,,,,TRUE
136800,,,AMETHYSTS,SEASHELLS,9998,2,,,,TRUE
137700,,,AMETHYSTS,SEASHELLS,10004,1,,,,TRUE
139100,,,AMETHYSTS,SEASHELLS,9998,5,,,,FALSE
139400,,,AMETHYSTS,SEASHELLS,9996,2,,,,FALSE
139400,,,AMETHYSTS,SEASHELLS,9996,1,,,,FALSE
140700,,,AMETHYSTS,SEASHELLS,9998,2,,,,FALSE
141100,,,AMETHYSTS,SEASHELLS,9998,1,,,,FALSE
142000,,,AMETHYSTS,SEASHELLS,9996,1,,,,TRUE
142400,,,AMETHYSTS,SEASHELLS,10004,1,,,,TRUE
143100,,,AMETHYSTS,SEASHELLS,9995,2,,,,FALSE
143200,,,AMETHYSTS,SEASHELLS,9995,1,,,,FALSE
143200,,,AMETHYSTS,SEASHELLS,9998,1,,,,FALSE
143800,,,AMETHYSTS,SEASHELLS,9998,1,,,,TRUE
144100,,,AMETHYSTS,SEASHELLS,10002,1,,,,FALSE
144200,,,AMETHYSTS,SEASHELLS,10004,1,,,,TRUE
144600,,,AMETHYSTS,SEASHELLS,9998,3,,,,TRUE
144900,,,AMETHYSTS,SEASHELLS,10002,1,,,,TRUE
145800,,,AMETHYSTS,SEASHELLS,9998,3,,,,TRUE
145900,,,AMETHYSTS,SEASHELLS,10004,1,,,,FALSE
146300,,,AMETHYSTS,SEASHELLS,10005,2,,,,FALSE
146700,,,AMETHYSTS,SEASHELLS,10005,5,,,,FALSE
146900,,,AMETHYSTS,SEASHELLS,10004,8,,,,FALSE
146900,,,AMETHYSTS,SEASHELLS,10004,2,,,,TRUE
147400,,,AMETHYSTS,SEASHELLS,9995,1,,,,FALSE
147800,,,AMETHYSTS,SEASHELLS,9998,1,,,,TRUE
148000,,,AMETHYSTS,SEASHELLS,10000,1,,,,TRUE
148000,,,AMETHYSTS,SEASHELLS,9998,1,,,,FALSE
148200,,,AMETHYSTS,SEASHELLS,9995,2,,,,TRUE
150100,,,AMETHYSTS,SEASHELLS,10004,1,,,,TRUE
150300,,,AMETHYSTS,SEASHELLS,9996,1,,,,TRUE
151400,,,AMETHYSTS,SEASHELLS,10002,1,,,,FALSE
152000,,,AMETHYSTS,SEASHELLS,10002,6,,,,FALSE
152100,,,AMETHYSTS,SEASHELLS,10004,2,,,,TRUE
153200,,,AMETHYSTS,SEASHELLS,9995,5,,,,TRUE
153500,,,AMETHYSTS,SEASHELLS,10002,1,,,,TRUE
153700,,,AMETHYSTS,SEASHELLS,9998,1,,,,FALSE
154100,,,AMETHYSTS,SEASHELLS,9998,2,,,,TRUE
154400,,,AMETHYSTS,SEASHELLS,10002,2,,,,FALSE
154600,,,AMETHYSTS,SEASHELLS,10002,1,,,,FALSE
155200,,,AMETHYSTS,SEASHELLS,10002,1,,,,TRUE
155600,,,AMETHYSTS,SEASHELLS,9998,1,,,,TRUE
155700,,,AMETHYSTS,SEASHELLS,10002,1,,,,FALSE
156500,,,AMETHYSTS,SEASHELLS,10002,1,,,,FALSE
156700,,,AMETHYSTS,SEASHELLS,10004,2,,,,FALSE
157400,,,AMETHYSTS,SEASHELLS,10002,1,,,,FALSE
157700,,,AMETHYSTS,SEASHELLS,10004,1,,,,FALSE
157900,,,AMETHYSTS,SEASHELLS,10005,2,,,,FALSE
158000,,,AMETHYSTS,SEASHELLS,10002,1,,,,TRUE
158200,,,AMETHYSTS,SEASHELLS,9998,8,,,,TRUE
158300,,,AMETHYSTS,SEASHELLS,10002,1,,,,TRUE
159200,,,AMETHYSTS,SEASHELLS,9998,2,,,,TRUE
159400,,,AMETHYSTS,SEASHELLS,10002,1,,,,TRUE
159900,,,AMETHYSTS,SEASHELLS,9996,2,,,,TRUE
162000,,,AMETHYSTS,SEASHELLS,10005,2,,,,FALSE
162300,,,AMETHYSTS,SEASHELLS,10002,2,,,,TRUE
162700,,,AMETHYSTS,SEASHELLS,9996,1,,,,FALSE
162800,,,AMETHYSTS,SEASHELLS,9995,2,,,,TRUE
163900,,,AMETHYSTS,SEASHELLS,10002,4,,,,FALSE
163900,,,AMETHYSTS,SEASHELLS,10002,1,,,,TRUE
164000,,,AMETHYSTS,SEASHELLS,10000,3,,,,TRUE
164600,,,AMETHYSTS,SEASHELLS,9998,1,,,,FALSE
164800,,,AMETHYSTS,SEASHELLS,9998,1,,,,TRUE
165000,,,AMETHYSTS,SEASHELLS,10002,2,,,,TRUE
165300,,,AMETHYSTS,SEASHELLS,9996,3,,,,FALSE
165300,,,AMETHYSTS,SEASHELLS,9996,1,,,,TRUE
166100,,,AMETHYSTS,SEASHELLS,10002,1,,,,FALSE
166300,,,AMETHYSTS,SEASHELLS,10002,1,,,,FALSE
166400,,,AMETHYSTS,SEASHELLS,10002,1,,,,FALSE
166700,,,AMETHYSTS,SEASHELLS,10002,1,,,,FALSE
167300,,,AMETHYSTS,SEASHELLS,10005,2,,,,FALSE
168100,,,AMETHYSTS,SEASHELLS,10002,1,,,,TRUE
168200,,,AMETHYSTS,SEASHELLS,9995,1,,,,FALSE
168900,,,AMETHYSTS,SEASHELLS,9998,5,,,,TRUE
169300,,,AMETHYSTS,SEASHELLS,10002,1,,,,FALSE
170000,,,AMETHYSTS,SEASHELLS,10002,2,,,,FALSE
170200,,,AMETHYSTS,SEASHELLS,10004,1,,,,TRUE
